x,u
182.5100404188125,-0.1281127822830052
184.0309574223026,0.015679197887746976
185.55187442579273,0.15260510845526964
187.07279142928283,0.22864745964634903
188.59370843277293,0.2220254340767308
190.11462543626303,0.1347728756951741
191.63554243975315,-0.00610934250281113
193.15645944324325,-0.14413547224384066
194.67737644673335,-0.22538688806607454
196.19829345022345,-0.22712264478754202
197.71921045371354,-0.14961158649848894
199.24012745720367,-0.014831671340766392
200.76104446069377,0.12559978001825575
202.28196146418387,0.21696108100334752
203.80287846767396,0.23347187649170403
205.3237954711641,0.17270218551331956
206.8447124746542,0.0495403599610868
208.36562947814429,-0.09272304347297079
209.88654648163438,-0.19873743660777618
211.40746348512448,-0.2367940657404882
212.9283804886146,-0.2007525851372806
214.4492974921047,-0.0978761192938829
215.9702144955948,0.04120383976824096
217.4911314990849,0.16386415533663848
219.01204850257503,0.22952360464377203
220.53296550606512,0.2257802512374236
222.05388250955522,0.15399639134839824
223.57479951304532,0.029784155243219493
225.09571651653545,-0.1049769913511188
226.61663352002554,-0.2016659792186805
228.13755052351564,-0.23598699940452345
229.65846752700574,-0.2044804317281858
231.17938453049584,-0.11144460879713208
232.70030153398596,0.020078305450296242
234.22121853747606,0.1438022440366549
235.74213554096616,0.2193993731589102
237.26305254445626,0.23289565373373217
238.78396954794638,0.18366609977530762
240.30488655143648,0.07819129790737443
241.82580355492658,-0.054683067469275884
243.34672055841668,-0.16786850871924283
244.86763756190678,-0.22812002879087614
246.3885545653969,-0.22678054374480416
247.909471568887,-0.16397278675467789
249.4303885723771,-0.04916881475887374
250.9513055758672,0.08330635762281946
252.47222257935732,0.18664346397127654
253.99313958284742,0.23331486760994957
255.51405658633752,0.21761785950758053
257.03497358982764,0.14051162424631186
258.5558905933177,0.0166000776884962
260.07680759680784,-0.11357814164080463
261.5977246002979,-0.20479118994092016
263.11864160378803,-0.2354752959082662
264.63955860727816,-0.2022002093318367
266.16047561076823,-0.10823029167623396
267.68139261425836,0.02375622463348051
269.2023096177485,0.14724274954398334
270.72322662123855,0.2215361679996124
272.2441436247287,0.23188906057400252
273.76506062821875,0.17705398043594245
275.2859776317089,0.06525719520554411
276.806894635199,-0.07046980933563564
278.32781163868907,-0.180685382974375
279.8487286421792,-0.23300646940386835
281.36964564566927,-0.2192773268796695
282.8905626491594,-0.14082237346263474
284.4114796526495,-0.014103352137218948
285.9323966561396,0.11791239216160833
287.4533136596297,0.20846167313936487
288.97423066311984,0.235649718201013
290.4951476666099,0.19625671938139042
292.01606467010004,0.09556488121646661
293.5369816735901,-0.03941176994992324
295.05789867708023,-0.1597564914012428
296.57881568057036,-0.22682501980135508
298.0997326840604,-0.22833980644464483
299.62064968755055,-0.16424380454304527
301.1415666910406,-0.04597261070676467
302.66248369453075,0.08914158866173662
304.1834006980209,0.19214700027443066
305.70431770151094,0.23506729668419835
307.22523470500107,0.2122945485559848
308.74615170849114,0.12638598383532754
310.26706871198127,-0.0031417870013237814
311.7879857154714,-0.13141615050778166
313.30890271896146,-0.21454848625532802
314.8298197224516,-0.23454449703081404
316.3507367259417,-0.1895035816794574
317.8716537294318,-0.08547449153647538
319.3925707329219,0.049076943745845564
320.913487736412,0.16567672942171258
322.4344047399021,0.22837963385513896
323.95532174339223,0.22678402064670322
325.4762387468823,0.16105025052958777
326.99715575037243,0.04255977967106027
328.5180727538625,-0.09150714791052718
330.0389897573526,-0.19304643162985421
331.55990676084275,-0.2350300675924991
333.0808237643328,-0.21210777763882588
334.60174076782295,-0.12653145260742105
336.1226577713131,0.0026707896594643787
337.64357477480314,0.13096105486532528
339.16449177829327,0.21437934074098608
340.68540878178334,0.23460518239909345
342.20632578527346,0.1894590241376167
343.7272427887636,0.08493634960477014
345.24815979225366,-0.05020794488226685
346.7690767957438,-0.16701930730643494
348.28999379923386,-0.2291559395905857
349.810910802724,-0.22588567666515968
351.3318278062141,-0.1574228380254105
352.8527448097042,-0.03640046382314795
354.3736618131943,0.09814690667031392
355.89457881668443,0.19763651231711227
357.4154958201745,0.23573200779767522
358.9364128236646,0.20741326164840515
360.4573298271547,0.11599630098075382
361.9782468306448,-0.016281884337848315
363.49916383413495,-0.1424872260159507
365.020080837625,-0.2199945077005977
366.54099784111514,-0.23268202621548087
368.0619148446052,-0.1793026246586381
369.58283184809534,-0.06827342623047294
371.10374885158546,0.06752570422263908
372.62466585507553,0.17857978497334523
374.14558285856566,0.23226168063902175
375.66649986205573,0.22060699917874751
377.18741686554586,0.1450511958077335
378.708333869036,0.020922651933995524
380.22925087252605,-0.11057273888790108
381.7501678760162,-0.20326040901115083
383.2710848795063,-0.23522259869726403
384.7920018829964,-0.2036636644449371
386.3129188864865,-0.11232429409109519
387.83383588997657,0.017051481468662102
