r,psi
29.610000000000003,0.0012457408376531783
29.69,0.0012224527170895988
29.770000000000003,0.0011995999481153132
29.85,0.0011771743921829966
29.930000000000003,0.001155168062888528
30.01,0.0011335731231268049
30.090000000000003,0.001112381882300703
30.17,0.001091586793582245
30.250000000000004,0.0010711804512249486
30.330000000000002,0.0010511555879264033
30.410000000000004,0.0010315050722401818
30.490000000000002,0.0010122219060361146
30.570000000000004,0.000993299222008063
30.650000000000002,0.0009747302812282554
30.73,0.0009565084707473596
30.810000000000002,0.000938627301239414
30.89,0.0009210804046907863
30.970000000000002,0.0009038615321323433
31.05,0.0008869645514139976
31.130000000000003,0.000870383445020876
31.21,0.0008541123079302951
31.290000000000003,0.0008381453455088155
31.37,0.0008224768714485993
31.450000000000003,0.0008071013057423468
31.53,0.0007920131726960955
31.610000000000003,0.0007772070989791565
31.69,0.000762677811710513
31.770000000000003,0.0007484201365809978
31.85,0.0007344289960105581
31.930000000000003,0.0007206994073399917
32.01,0.0007072264810564622
32.089999999999996,0.0006940054190522084
32.17,0.0006810315129157921
32.25,0.0006683001422552938
32.33,0.0006558067730528545
32.41,0.0006435469560499768
32.49,0.0006315163251630127
32.57,0.0006197105959282599
32.65,0.0006081255639761678
32.73,0.0005967571035340149
32.809999999999995,0.0005856011659566039
32.89,0.0005746537782844204
32.97,0.0005639110418287405
33.05,0.0005533691307831982
33.129999999999995,0.0005430242908613026
33.21,0.0005328728379594177
33.29,0.0005229111568447472
33.37,0.0005131356998678443
33.449999999999996,0.0005035429856991906
33.53,0.000494129598089389
33.61,0.000484892184652534
33.69,0.00047582745567233234
33.769999999999996,0.0004669321829305364
33.85,0.0004582031985572808
33.93,0.0004496373939029082
34.01,0.00044123171843088693
34.089999999999996,0.0004329831786314287
34.17,0.00042488883695540695
34.25,0.0004169458107682104
34.33,0.0004091512713231525
34.41,0.0004015024427540668
34.49,0.00039399660108674524
34.57,0.00038663107326884294
34.65,0.00037940323621793356
34.73,0.00037231051588734526
34.81,0.00036535038634947104
34.89,0.00035852036889620674
34.97,0.00035181803115621265
35.05,0.00034524098622867443
35.129999999999995,0.0003387868918332542
35.21,0.00033245344947593853
35.29,0.00032623840363047433
35.37,0.00032013954093511
35.449999999999996,0.00031415468940435037
35.53,0.00030828171765544797
35.61,0.000302518534149359
35.69,0.000296863086445885
35.769999999999996,0.00029131336047273274
35.85,0.0002858673798082477
35.93,0.0002805232049775488
36.01,0.0002752789327618265
36.089999999999996,0.00027013269552055084
36.17,0.00026508266052634465
36.25,0.00026012702931229833
36.33,0.0002552640370314811
36.41,0.000250491951828429
36.49,0.00024580907422237823
36.57,0.00024121373650203077
36.65,0.00023670430213163144
36.73,0.00023227916516815067
36.81,0.00022793674968936013
36.89,0.00022367550923259975
36.97,0.00021949392624403735
37.05,0.00021539051153822295
37.129999999999995,0.00021136380376774475
37.21,0.0002074123689028017
37.29,0.00020353479972050104
37.37,0.00019972971530370616
37.449999999999996,0.00019599576054925053
37.53,0.00019233160568534458
37.61,0.00018873594579800585
37.69,0.00018520750036634016
37.769999999999996,0.00018174501280651057
37.85,0.0001783472500242297
37.93,0.0001750130019756181
38.01,0.00017174108123627375
38.089999999999996,0.00016853032257839345
38.17,0.00016537958255580126
38.25,0.0001622877390967333
38.33,0.0001592536911042352
38.41,0.000156276358064026
38.49,0.00015335467965969945
38.57,0.0001504876153951133
38.65,0.00014767414422383533
38.73,0.00014491326418551996
38.81,0.00014220399204908219
38.89,0.00013954536296253737
38.97,0.00013693643010938947
39.05,0.00013437626437144354
39.129999999999995,0.0001318639539979158
39.21,0.00012939860428073406
39.29,0.0001269793372359053
39.37,0.00012460529129084002
39.449999999999996,0.00012227562097752112
39.53,0.00011998949663140637
39.61,0.00011774610409596173
39.69,0.0001155446444327152
39.769999999999996,0.00011338433363673144
39.85,0.0001112644023574049
39.93,0.00010918409562447129
40.01,0.00010714267257913878
40.089999999999996,0.00010513940621024794
40.17,0.00010317358309536103
